"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"1148","FDU15","OUT018",426.993516689325
"1149","FDT47","OUT013",1657.74908295533
"1150","FDI53","OUT019",739.878259674201
"1151","FDR59","OUT018",3906.36696186215
"1152","FDD53","OUT035",781.43148916905
"1153","FDY51","OUT017",3605.94409734804
"1154","FDT04","OUT049",672.493490294356
"1155","FDU51","OUT049",2888.21582555223
"1156","FDG14","OUT035",2567.07405428681
"1157","NCU06","OUT045",3578.35153282039
"1158","DRG25","OUT046",3008.57745631714
"1159","DRH49","OUT035",1458.68905716009
"1160","FDN15","OUT035",2324.34711966037
"1161","FDL43","OUT018",974.681673917205
"1162","NCT18","OUT049",2940.10009179642
"1163","NCB31","OUT013",4125.83704123612
"1164","FDK57","OUT035",1996.81896991954
"1165","FDY04","OUT019",748.8148316723
"1166","NCP54","OUT046",1998.36474684934
"1167","FDF41","OUT013",3858.57278046486
"1168","FDM01","OUT045",1632.21138422041
"1169","FDW03","OUT045",1685.06128767243
"1170","FDF28","OUT045",1961.31645170166
"1171","FDY37","OUT017",2463.90064362141
"1172","FDQ03","OUT017",3929.07216698951
"1173","FDP51","OUT027",3412.0802601981
"1174","FDJ40","OUT017",1974.46913211985
"1175","FDC32","OUT049",1537.70257668211
"1176","DRI49","OUT027",2727.40919613663
"1177","NCW54","OUT017",1043.5644107402
"1178","FDF09","OUT017",801.483661898921
"1179","FDP45","OUT018",3735.78718470104
"1180","DRJ23","OUT018",2690.11833066563
"1181","FDS59","OUT017",1978.35306546083
"1182","FDY08","OUT046",2274.61861320876
"1183","FDX16","OUT049",2395.89263050215
"1184","FDY16","OUT018",2685.65455489297
"1185","FDK32","OUT035",2576.70825099358
"1186","FDQ22","OUT013",702.887979708144
"1187","NCC31","OUT018",2219.24097303803
"1188","FDG58","OUT049",2538.2330553858
"1189","DRF48","OUT013",3031.44395400359
"1190","DRH36","OUT049",1250.40963924127
"1191","NCR30","OUT035",1315.53181884553
"1192","FDB03","OUT019",1911.0547506316
"1193","FDZ28","OUT027",3519.98544360549
"1194","FDR35","OUT017",3294.78441938307
"1195","DRD15","OUT027",5123.07637953192
"1196","FDJ33","OUT019",118.487038033453
"1197","FDA56","OUT010",36.888314384406
"1198","FDP56","OUT046",851.964971038117
"1199","NCT30","OUT046",842.343462015951
"1200","FDK15","OUT017",1740.1122515827
"1201","FDH44","OUT018",2108.20650273625
"1202","FDV01","OUT013",2526.89310466803
"1203","DRG03","OUT017",2563.15960233258
"1204","FDG50","OUT027",2913.62668714871
"1205","FDR16","OUT010",1506.31771408283
"1206","FDZ60","OUT046",1749.78209792213
"1207","DRG03","OUT045",2391.3067482903
"1208","FDS56","OUT018",3946.91171439492
"1209","FDU33","OUT045",724.508387672307
"1210","DRD27","OUT035",1699.91664158466
"1211","FDW22","OUT046",3614.62408989385
"1212","DRA24","OUT045",2588.17279279759
"1213","FDF38","OUT049",771.725533368713
"1214","FDX48","OUT013",2540.63675537331
"1215","FDS58","OUT018",2345.7915445644
"1216","FDC32","OUT046",1526.39273358918
"1217","NCQ29","OUT045",4049.25035657766
"1218","DRK39","OUT018",1089.09783302569
"1219","NCS38","OUT017",1960.98914543758
"1220","DRO47","OUT013",1808.62593788031
"1221","DRG27","OUT027",2143.8076783447
"1222","FDC57","OUT027",4535.18716356791
"1223","FDS55","OUT046",2377.62999042202
"1224","NCJ06","OUT018",1644.19316101998
"1225","FDO01","OUT019",244.056460522558
"1226","NCM55","OUT045",2878.9330758664
"1227","FDC52","OUT049",2542.54842770949
"1228","FDQ15","OUT045",1253.3816107789
"1229","NCT30","OUT027",2234.53148944612
"1230","NCR42","OUT027",2013.30278754752
"1231","FDD28","OUT035",1049.61905237295
"1232","FDQ34","OUT049",1692.62862473427
"1233","FDZ12","OUT027",3707.35354772759
"1234","DRE13","OUT019",-489.047294807702
"1235","NCN07","OUT019",236.929250849955
"1236","FDM28","OUT035",2964.83965989024
"1237","FDI10","OUT017",2909.44723002567
"1238","FDQ25","OUT013",2800.04818619476
"1239","FDA38","OUT010",1916.86087338516
"1240","DRI13","OUT049",3483.62087884639
"1241","FDY20","OUT027",2950.21089402368
"1242","NCZ53","OUT035",3076.63445631521
"1243","NCM31","OUT013",2316.13190277174
"1244","DRB01","OUT017",3129.11016637227
"1245","DRF37","OUT046",4164.3808529958
"1246","NCF42","OUT049",2816.47045959091
"1247","FDF16","OUT018",2085.38625125796
"1248","FDB41","OUT013",861.343168484714
"1249","FDR34","OUT013",3684.44884946356
"1250","FDR15","OUT018",2261.51153259231
"1251","NCV42","OUT019",-91.4453794499655
"1252","FDW51","OUT035",3492.08325025801
"1253","FDU36","OUT017",1714.27093253861
"1254","FDX60","OUT049",1353.19962550419
"1255","FDY03","OUT035",1950.46543299026
"1256","FDW55","OUT045",3920.37425100514
"1257","FDT01","OUT010",1425.08316495283
"1258","FDG58","OUT013",2532.65658680025
"1259","FDK21","OUT017",4094.63765725
"1260","NCS41","OUT019",993.804230632077
"1261","FDS10","OUT045",2824.86131721621
"1262","NCT53","OUT046",2673.45281769453
"1263","FDJ28","OUT018",2756.04458222772
"1264","FDX44","OUT045",1363.87349957714
"1265","FDT20","OUT018",380.267705260178
"1266","FDO44","OUT017",1892.61412794322
"1267","NCX17","OUT049",3732.17046064178
"1268","FDY01","OUT017",2018.85395317787
"1269","FDJ12","OUT027",4821.59722870927
"1270","DRK35","OUT018",344.675617639367
"1271","FDD47","OUT019",773.21948277005
"1272","NCM53","OUT035",1800.59701362606
"1273","FDO45","OUT013",1501.29805122637
"1274","NCM42","OUT010",-141.795370292014
"1275","FDE04","OUT046",2931.58681437453
"1276","NCI30","OUT027",5358.54334228736
"1277","FDZ19","OUT013",2791.63370026281
"1278","FDW57","OUT013",2878.62214991572
"1279","FDA25","OUT013",1720.71995408856
"1280","FDT22","OUT046",998.884525520186
"1281","FDP51","OUT013",1974.37065748371
"1282","FDD48","OUT027",3319.12493941845
"1283","FDY39","OUT035",3053.952840623
"1284","FDO48","OUT010",1656.99111506729
"1285","FDD23","OUT027",4445.62294581956
"1286","DRN35","OUT027",2072.90713707405
"1287","FDT01","OUT035",3486.70310363174
"1288","FDC20","OUT010",-994.188631303879
"1289","DRJ35","OUT035",1122.77270334069
"1290","FDB32","OUT046",1563.6338006913
"1291","FDL24","OUT046",2859.83799953406
"1292","NCV42","OUT035",1913.91055626915
"1293","FDZ46","OUT046",1797.37485620471
"1294","FDC15","OUT013",2459.01590079926
"1295","FDD08","OUT019",-1244.9654916831
"1296","FDY50","OUT049",1487.30355973262
"1297","FDD36","OUT013",1948.7627050131
"1298","FDG57","OUT027",2256.5649532424
"1299","FDL21","OUT018",479.242460589331
"1300","FDN16","OUT027",3139.88672642072
"1301","FDJ09","OUT027",2211.31046777669
"1302","FDS01","OUT010",949.992955496206
"1303","FDV33","OUT017",4307.29837314159
"1304","DRE12","OUT017",1970.08328371281
"1305","FDR07","OUT013",1582.48368566305
"1306","FDP48","OUT010",1059.2848503373
"1307","NCB55","OUT035",1010.6814240588
"1308","FDQ08","OUT013",1075.01297057389
"1309","FDR34","OUT035",3805.78624520109
"1310","FDO33","OUT046",1832.61052223664
"1311","FDP13","OUT045",618.660237607764
"1312","FDX12","OUT049",3932.33816433603
"1313","NCT06","OUT049",2695.24744430351
"1314","FDR16","OUT019",1532.08040799054
"1315","FDE36","OUT046",2730.0500099054
"1316","FDZ36","OUT049",3033.12135909674
"1317","FDV13","OUT045",1422.17698341861
"1318","NCZ17","OUT035",706.03398517236
"1319","FDU56","OUT045",2850.94597732487
"1320","FDM09","OUT035",2849.77291735128
"1321","FDV02","OUT017",2864.29364599532
"1322","FDS34","OUT018",1572.22026955998
"1323","FDA11","OUT049",1594.13711938164
"1324","FDP09","OUT017",3492.59946936677
"1325","FDB29","OUT027",3336.81773860092
"1326","FDT19","OUT017",2933.31369999317
"1327","DRH15","OUT017",864.889981441476
"1328","FDY38","OUT046",3768.06731273504
"1329","FDF14","OUT027",3875.95911809399
"1330","FDN48","OUT010",-419.180844305732
"1331","FDQ12","OUT013",3680.4442070518
"1332","NCJ43","OUT045",2698.96093228085
"1333","FDE17","OUT019",576.553119368901
"1334","FDB05","OUT035",4017.67754781615
"1335","FDH10","OUT045",2991.58550009812
"1336","NCR06","OUT017",846.538353976255
"1337","FDU32","OUT018",1678.84535871868
"1338","FDD56","OUT049",2837.45708350873
"1339","FDO36","OUT018",2587.11210232566
"1340","FDH16","OUT010",-436.301232305815
"1341","FDX10","OUT018",361.183891784762
"1342","FDZ37","OUT017",1631.33229397601
"1343","FDU31","OUT010",1597.24774099072
"1344","DRC49","OUT049",2308.61429579603
"1345","FDL15","OUT045",2367.78354147793
"1346","FDN32","OUT019",1050.42923788704
"1347","DRH59","OUT027",2655.75763768205
"1348","NCU29","OUT049",2411.79498442777
"1349","FDR37","OUT019",1061.62538971285
"1350","FDS14","OUT018",2223.30620223498
"1351","FDU02","OUT027",5022.1914255547
"1352","FDJ08","OUT035",3131.16737708446
"1353","NCZ06","OUT045",3925.79055714158
"1354","FDO31","OUT049",1435.01704975064
"1355","FDH31","OUT018",1416.04973678813
"1356","FDS58","OUT017",2746.402911383
"1357","NCA53","OUT027",2280.52379890355
"1358","FDF50","OUT046",3172.34717126543
"1359","NCW42","OUT049",3562.8717639303
"1360","NCQ17","OUT045",2403.10866598949
"1361","FDK51","OUT018",3898.97288428103
"1362","NCW41","OUT010",601.746703398187
"1363","NCR29","OUT017",1052.98163373191
"1364","FDB08","OUT019",640.639213126537
"1365","FDA40","OUT027",2876.03030192491
"1366","FDL14","OUT018",2293.31564405406
"1367","FDB47","OUT046",3324.33726867485
"1368","FDO03","OUT035",3763.53577788707
"1369","DRK13","OUT019",1192.08739271504
"1370","FDX13","OUT010",2007.0636247985
"1371","FDF52","OUT046",2945.52378782553
"1372","FDT11","OUT013",3081.65676952516
"1373","FDB08","OUT013",2575.88167035808
"1374","FDQ28","OUT018",2246.29933467573
"1375","FDD29","OUT045",3939.2227606753
"1376","NCQ29","OUT027",5558.29324135318
"1377","NCO02","OUT013",1092.67771865225
"1378","FDR56","OUT010",1206.40740904477
"1379","NCM54","OUT049",2050.67159581588
"1380","FDP51","OUT035",2008.55374028213
"1381","FDT38","OUT013",1397.6768798239
"1382","FDZ20","OUT018",3723.50815249256
"1383","FDJ53","OUT013",1955.82846630689
"1384","FDX13","OUT049",3986.72182019761
"1385","FDP58","OUT035",3552.80050216592
"1386","NCK31","OUT019",-1020.06966328767
"1387","FDA35","OUT018",1744.51154278066
"1388","FDV37","OUT018",2910.30059913761
"1389","NCO07","OUT027",4844.17677355322
"1390","FDA20","OUT045",2908.40259816125
"1391","FDZ59","OUT035",2809.87924139834
"1392","NCY17","OUT017",849.977078798809
"1393","FDQ28","OUT035",2583.08857828763
"1394","FDV35","OUT017",2569.13676021867
"1395","FDQ36","OUT013",649.412751039692
"1396","FDD34","OUT018",2331.58413335238
"1397","FDK51","OUT045",4108.60681300078
"1398","FDV31","OUT035",2866.59518229084
"1399","FDR04","OUT035",1658.03452991523
"1400","FDR14","OUT049",924.892397434268
"1401","DRC36","OUT010",907.563469319087
"1402","FDE39","OUT019",43.3724414943194
"1403","FDP57","OUT049",1725.52805021473
"1404","FDE57","OUT046",2305.69310300515
"1405","NCN18","OUT046",1811.15537574047
"1406","NCQ05","OUT018",2124.25274468248
"1407","FDW47","OUT035",2018.40658376497
"1408","FDV46","OUT035",2306.71808677189
"1409","NCP29","OUT045",953.482582244775
"1410","FDE09","OUT018",1510.53430852653
"1411","NCU06","OUT027",5072.20312005521
"1412","FDT19","OUT010",839.746673300971
"1413","DRF15","OUT017",2567.01509707393
"1414","DRI51","OUT013",2734.83152210829
"1415","NCX54","OUT013",1710.64117969441
"1416","DRE01","OUT013",3803.42221567426
"1417","NCB07","OUT045",3023.97674948095
"1418","FDU50","OUT035",1975.40735730577
"1419","FDG40","OUT035",686.767529687137
"1420","FDW10","OUT018",2498.07914789521
"1421","FDX51","OUT013",3170.56468417715
"1422","NCP17","OUT045",981.769257020714
"1423","FDP21","OUT035",3138.49899549604
"1424","FDL04","OUT045",1607.35901924173
"1425","FDV23","OUT013",1981.87060197223
"1426","FDF24","OUT046",1424.04983408657
"1427","FDH56","OUT027",3323.87970740821
"1428","FDB51","OUT049",1071.09814570293
"1429","FDI58","OUT027",3029.84951299755
"1430","FDR20","OUT013",871.676904790887
"1431","FDC51","OUT018",1759.38948217891
"1432","FDB16","OUT027",2848.60324116687
"1433","FDE40","OUT049",1079.21383647014
"1434","NCM17","OUT035",827.753768603556
"1435","FDU56","OUT035",3030.13458006582
"1436","FDS32","OUT019",415.56007027599
"1437","FDX02","OUT049",3591.14907648993
"1438","FDT39","OUT027",3948.34585491368
"1439","FDE35","OUT017",1140.41022968073
"1440","NCI42","OUT019",1452.56775807028
"1441","DRL23","OUT046",1756.53079668108
"1442","FDA10","OUT046",1965.03357541967
"1443","FDA11","OUT013",1579.18692779791
"1444","NCM06","OUT046",2503.66356812129
"1445","NCT05","OUT035",4171.69227476574
"1446","NCQ02","OUT010",1062.73333214946
"1447","NCY06","OUT049",2117.44306742913
"1448","FDY56","OUT035",3694.08152047983
"1449","FDL02","OUT035",1807.24950547706
"1450","NCI06","OUT035",2929.38153143795
"1451","FDQ14","OUT045",2329.426192598
"1452","FDQ12","OUT017",3753.46983554744
"1453","FDP36","OUT046",896.405234080257
"1454","FDK21","OUT027",5422.70240223256
"1455","FDO40","OUT045",2299.73629960215
"1456","NCK54","OUT019",-12.2849047758586
"1457","FDY09","OUT018",2536.28283705834
"1458","NCW30","OUT049",4180.34361591592
"1459","NCC55","OUT027",2063.40649233242
"1460","FDE58","OUT018",1598.97729739429
"1461","FDR39","OUT013",2938.11140501371
"1462","FDU28","OUT049",3047.23758410257
"1463","FDH08","OUT017",3758.58656605128
"1464","FDG35","OUT045",2788.51782396309
"1465","FDG22","OUT049",705.124378340704
"1466","FDC34","OUT035",2597.82301865724
"1467","FDP15","OUT018",3730.9616187046
"1468","FDK34","OUT010",1871.32717772011
"1469","FDU45","OUT035",2008.8852244888
"1470","FDQ04","OUT027",2111.6807706495
"1471","FDX22","OUT018",3108.11406507854
"1472","FDB45","OUT017",1813.44997492028
"1473","NCH43","OUT027",4876.24677327418
"1474","DRE60","OUT046",3555.3952664096
"1475","FDD17","OUT027",5186.62293366002
"1476","NCM54","OUT017",2172.51496151983
"1477","NCH55","OUT013",2070.98768732382
"1478","NCT06","OUT017",2767.31558067404
"1479","FDA48","OUT027",4928.68982861534
"1480","FDY58","OUT027",5060.74889494836
"1481","FDO25","OUT045",3260.2214221394
"1482","FDN50","OUT045",1530.66623687184
"1483","FDH35","OUT035",2711.73311158624
"1484","FDK09","OUT045",3518.11761966762
"1485","FDO16","OUT013",1383.52217177112
"1486","FDW11","OUT045",987.817588044316
"1487","FDU47","OUT027",3729.54161530775
"1488","NCQ42","OUT010",142.520811625195
"1489","FDK55","OUT027",2900.56602660983
"1490","FDN08","OUT049",1955.24738520352
"1491","FDT57","OUT045",3704.51073933608
"1492","FDJ12","OUT018",3065.74032849105
"1493","DRL59","OUT017",1016.27413625907
"1494","NCN53","OUT046",659.246698600325
"1495","FDO51","OUT010",-1117.22051715705
"1496","FDK56","OUT017",3100.00557328366
"1497","FDY12","OUT035",987.345300874242
"1498","FDU15","OUT035",777.859858482005
"1499","FDQ19","OUT046",3948.65280897893
"1500","DRF15","OUT045",2396.68063171848
"1501","DRE25","OUT019",-424.586731945886
"1502","FDK57","OUT018",1622.52948747844
"1503","FDD33","OUT010",1708.34054935897
"1504","FDR34","OUT027",5127.17001880062
"1505","FDU04","OUT045",1901.47147285179
"1506","FDE35","OUT019",-845.94540051072
"1507","NCD31","OUT035",2697.56370597109
"1508","FDJ56","OUT035",1663.60828518631
"1509","NCU53","OUT046",2669.6010999972
"1510","FDD39","OUT035",3487.66921386716
"1511","NCU17","OUT019",-257.156660348448
"1512","FDJ20","OUT046",2048.01358349502
"1513","NCW41","OUT018",2229.49369294528
"1514","FDL52","OUT035",801.698368088813
"1515","FDS39","OUT035",2364.23096425841
"1516","DRJ47","OUT045",2700.44712440114
"1517","FDP13","OUT010",-1230.79845954854
"1518","DRK39","OUT010",-574.970340053559
"1519","FDF28","OUT010",160.123827452821
"1520","FDB09","OUT045",1943.78988707982
"1521","FDM51","OUT046",1718.3292354429
"1522","DRM49","OUT018",499.284607196123
"1523","DRF23","OUT013",2805.11349462134
"1524","DRH01","OUT035",2818.7762957632
"1525","FDH12","OUT027",3159.5769888237
"1526","FDA28","OUT019",152.837354559312
"1527","FDW37","OUT018",1152.90248525858
"1528","FDF02","OUT046",1695.05759413687
"1529","DRL37","OUT046",773.380499521006
"1530","NCF43","OUT046",2305.89682032208
"1531","FDH08","OUT010",1712.63179942597
"1532","FDR34","OUT019",1800.54292656437
"1533","NCK19","OUT049",3127.21400854178
"1534","NCD55","OUT018",450.030030346838
"1535","FDT27","OUT049",3788.2773831439
"1536","FDQ57","OUT045",2294.23326454604
"1537","FDA47","OUT035",2709.04660323648
"1538","DRG15","OUT027",2476.71110446725
"1539","FDE05","OUT018",2103.36535964651
"1540","FDN46","OUT046",1688.79203786952
"1541","FDX27","OUT027",2975.85922395735
"1542","FDT51","OUT045",1781.45128313935
"1543","FDU33","OUT013",806.356380886978
"1544","FDJ16","OUT027",2406.55028581554
"1545","FDD20","OUT019",81.5289631063556
"1546","FDT36","OUT049",604.166085458949
"1547","DRF15","OUT027",3881.57003444362
"1548","FDN52","OUT010",-485.053960784216
"1549","FDC22","OUT027",4502.70451233527
"1550","FDX15","OUT045",2454.44288159235
"1551","FDT13","OUT013",3006.99956869537
"1552","FDU04","OUT017",2099.85086010146
"1553","FDU31","OUT019",1591.24508979523
"1554","FDW59","OUT027",2823.22725778846
"1555","NCO29","OUT046",2678.63454626537
"1556","FDL15","OUT035",2521.07768605651
"1557","FDI41","OUT049",2412.12326567487
"1558","FDQ48","OUT049",1689.60285849922
"1559","DRI39","OUT013",932.747549469217
"1560","FDI08","OUT013",4032.37080258282
"1561","FDC21","OUT049",1870.47649362608
"1562","FDF58","OUT035",1136.62348691709
"1563","FDS08","OUT010",909.322916558222
"1564","FDE47","OUT045",1914.82047243553
"1565","NCP18","OUT019",542.836800619995
"1566","NCR41","OUT013",1585.7089927543
"1567","FDA27","OUT013",4096.00314200541
"1568","FDA43","OUT035",3168.03063375714
"1569","FDA49","OUT045",1333.81702793298
"1570","NCE55","OUT018",2552.20589524948
"1571","DRM49","OUT027",2235.06409455946
"1572","FDF22","OUT027",4836.09278990733
"1573","FDQ15","OUT018",1043.2532486465
"1574","NCS54","OUT017",2931.72031248003
"1575","NCY05","OUT013",649.25191501992
"1576","FDR45","OUT046",3838.82827836786
"1577","FDK57","OUT049",1982.2211452636
"1578","FDF41","OUT010",1954.4840568126
"1579","FDV21","OUT046",2045.50044845785
"1580","FDD51","OUT046",781.653979729989
"1581","FDF33","OUT046",1821.02650245459
"1582","FDA38","OUT046",3826.8553360046
"1583","FDR56","OUT045",3075.74467530994
"1584","NCN41","OUT017",2085.44131689271
"1585","FDC60","OUT027",2902.71919333897
"1586","FDB47","OUT045",3226.50567111945
"1587","DRH01","OUT013",2795.48842192339
"1588","FDW08","OUT046",1699.03183640953
"1589","FDF38","OUT027",2174.41130522114
"1590","FDY32","OUT017",2705.30222017734
"1591","FDG34","OUT049",1866.61063617562
"1592","FDG47","OUT019",2210.75215421369
"1593","NCF18","OUT035",3088.72836371582
"1594","FDL39","OUT019",1022.12532285361
"1595","NCH55","OUT035",2114.51874586152
"1596","DRJ35","OUT049",1050.15215324327
"1597","FDS44","OUT035",3884.3664427899
"1598","DRE01","OUT018",3488.05992843686
"1599","FDY39","OUT013",3011.98068778483
"1600","FDY32","OUT018",2270.5197598525
"1601","FDR33","OUT027",3243.14544138306
"1602","NCP50","OUT049",1374.00409993934
"1603","FDZ47","OUT018",1348.74604916877
"1604","FDU57","OUT049",2515.01950366442
"1605","FDY44","OUT013",3170.90332764426
"1606","DRH59","OUT018",925.081696329477
"1607","FDB03","OUT027",5257.4024007878
"1608","FDY46","OUT045",2900.91162678407
"1609","FDM39","OUT045",2757.40914083013
"1610","FDY36","OUT035",1331.6225582954
"1611","NCM55","OUT035",3012.01476612536
"1612","FDJ50","OUT010",-1021.49179873046
"1613","DRL60","OUT013",2443.84523890289
"1614","NCJ54","OUT049",3717.23606982214
"1615","FDX59","OUT017",723.489412974348
"1616","FDI07","OUT013",3232.38476328415
"1617","DRF51","OUT010",-1316.10695098503
"1618","FDM14","OUT017",1915.68849518236
"1619","FDP21","OUT045",2985.2215580902
"1620","FDE40","OUT035",1165.40135480394
"1621","FDE05","OUT035",2497.80981724131
"1622","FDM13","OUT027",3567.83399982846
"1623","FDC34","OUT027",3953.06797846437
"1624","NCI55","OUT018",1699.22029865133
"1625","NCE43","OUT018",2386.04763785844
"1626","FDW58","OUT018",1454.17172902344
"1627","FDG60","OUT045",3638.51972809561
"1628","FDV31","OUT017",2920.83623485458
"1629","FDR47","OUT013",3091.64927975921
"1630","FDM60","OUT019",-1157.91243216289
"1631","NCF06","OUT018",3815.18082111576
"1632","NCN26","OUT027",3320.9512537457
"1633","FDQ59","OUT049",1490.01734977787
"1634","FDF09","OUT046",688.452831146203
"1635","NCS06","OUT017",4316.99426295128
"1636","FDT44","OUT046",1915.12147102464
"1637","FDI19","OUT017",3993.96621906525
"1638","FDT22","OUT017",1107.04334251356
"1639","NCF54","OUT027",4164.48183087873
"1640","DRG25","OUT045",2901.44793024646
"1641","FDB59","OUT017",3274.959159943
"1642","FDQ37","OUT017",3205.13952634751
"1643","FDP56","OUT035",902.777523062168
"1644","FDW44","OUT035",2885.71519998854
"1645","FDJ26","OUT010",1515.65315971518
"1646","FDU43","OUT018",3517.89497965373
"1647","FDW33","OUT045",1612.88305445627
"1648","NCX53","OUT027",3746.24037438919
"1649","FDN56","OUT010",437.215534412469
"1650","DRF15","OUT049",2477.82235018213
"1651","FDO33","OUT017",1961.04431930954
"1652","FDZ39","OUT010",-179.079092143679
"1653","NCJ19","OUT017",1028.62312287584
"1654","FDU01","OUT035",3069.95732611776
"1655","FDT12","OUT035",3695.79109233876
"1656","NCM18","OUT018",730.944129855429
"1657","FDP19","OUT017",2156.84951096223
"1658","NCR42","OUT049",626.304285604178
"1659","FDN10","OUT046",1949.22686935968
"1660","FDG44","OUT017",1032.55112669368
"1661","FDQ10","OUT046",2776.64715943197
"1662","DRH13","OUT049",1759.07720207181
"1663","FDT52","OUT013",3952.84355487699
"1664","FDM56","OUT045",1709.93375540213
"1665","NCO43","OUT010",-275.495438648745
"1666","NCV29","OUT035",2910.84461566073
"1667","NCF06","OUT013",4148.95558211818
"1668","FDO50","OUT035",1561.7282608758
"1669","FDT59","OUT013",3672.29944786054
"1670","FDX40","OUT027",2058.90551706885
"1671","FDE50","OUT017",3155.40476356697
"1672","FDX51","OUT017",3324.53563583238
"1673","NCD30","OUT018",1315.7491998163
"1674","FDK15","OUT013",1633.00117886124
"1675","FDL12","OUT045",972.699050162366
"1676","FDK46","OUT017",4234.46009130865
"1677","DRH49","OUT010",-595.278551435208
"1678","FDQ57","OUT046",2398.25721864178
"1679","FDY59","OUT017",1659.35686245636
"1680","FDO09","OUT018",3874.36300186557
"1681","NCG30","OUT035",2091.89640096673
"1682","FDM09","OUT017",2860.48867113913
"1683","NCN17","OUT027",3075.55231976838
"1684","NCS42","OUT013",1480.06864224661
"1685","FDD02","OUT019",-22.6080474330024
"1686","FDE34","OUT013",2904.36670132978
"1687","FDU38","OUT045",2982.97507342043
"1688","FDB33","OUT046",2562.14967928013
"1689","NCJ29","OUT017",1553.38669433957
"1690","FDZ27","OUT035",916.091283489155
"1691","FDI40","OUT013",1662.93473183065
"1692","FDG22","OUT013",725.961506802717
"1693","FDT51","OUT017",1986.0478029542
"1694","FDF20","OUT018",2873.89610677717
"1695","FDV50","OUT035",2026.10057086385
"1696","FDT02","OUT049",677.443007978675
"1697","DRC49","OUT017",2442.88453544206
"1698","FDF26","OUT049",2527.22298687074
"1699","FDV52","OUT035",2040.52997990724
"1700","FDX59","OUT049",654.552474298172
"1701","FDV25","OUT035",3613.22326765037
"1702","FDW23","OUT027",2094.56478431252
"1703","FDE53","OUT018",1463.78942298989
"1704","FDA19","OUT017",2221.51930681472
"1705","FDH22","OUT046",2035.94785505517
"1706","NCO41","OUT013",1619.11237441392
"1707","FDX12","OUT017",4008.04310759665
"1708","FDF17","OUT013",3156.79599560337
"1709","FDS11","OUT045",3508.73866950641
"1710","FDR51","OUT035",2497.32293799837
"1711","FDT49","OUT010",-265.868833471549
"1712","FDC56","OUT013",1933.78905205954
"1713","FDR13","OUT027",3376.93300547743
"1714","FDQ60","OUT035",2060.70053340553
"1715","FDN38","OUT049",4016.30861895379
"1716","NCL29","OUT013",2520.59339400522
"1717","FDO13","OUT027",4053.92218317336
"1718","FDE26","OUT018",2004.82281445783
"1719","FDA31","OUT010",795.066783250723
"1720","FDX14","OUT035",1315.22559908388
"1721","FDA34","OUT045",2718.46529280985
"1722","FDF26","OUT013",2524.72403843928
"1723","FDE38","OUT045",2593.80353081094
"1724","DRI11","OUT046",1877.25714675935
"1725","FDQ60","OUT027",3380.04979272176
"1726","FDL21","OUT027",2184.95068377169
"1727","DRC12","OUT027",4497.42579632097
"1728","FDC47","OUT046",3622.4001132128
"1729","FDE57","OUT045",2181.43453076252
"1730","FDT14","OUT045",1893.73117213444
"1731","NCZ53","OUT046",3063.16836409914
"1732","FDE28","OUT018",3383.73973908178
"1733","FDR19","OUT035",2408.25279294933
"1734","NCF54","OUT019",861.970336063145
"1735","FDZ08","OUT046",1394.90317224861
"1736","NCJ05","OUT018",2176.06299034388
"1737","FDF59","OUT046",2071.63396712784
"1738","NCO05","OUT035",1719.77296264183
"1739","FDW24","OUT018",556.54643719051
"1740","NCX42","OUT018",2383.34741206429
"1741","NCA53","OUT035",917.583336179878
"1742","FDI45","OUT019",918.932634851901
"1743","FDG46","OUT046",1919.8655331294
"1744","FDM20","OUT010",1933.38984667186
"1745","FDW11","OUT010",-901.602223291579
"1746","FDX08","OUT035",2950.92528453365
"1747","NCK17","OUT035",790.166816433941
"1748","FDK32","OUT018",2186.6918920645
"1749","NCA42","OUT035",2644.86690948923
"1750","DRI01","OUT035",2817.64920164015
"1751","NCL55","OUT049",4060.06910246256
"1752","DRE25","OUT018",1236.95545983007
"1753","FDD14","OUT017",3002.90696829977
"1754","FDB10","OUT046",3762.31086798431
"1755","DRN11","OUT035",2371.51255753701
"1756","FDP38","OUT018",578.14920574508
"1757","NCA30","OUT017",3098.96701790304
"1758","FDT15","OUT017",3124.75560360715
"1759","NCP55","OUT018",678.694789346452
"1760","FDF12","OUT035",2454.20276662539
"1761","FDM21","OUT018",3755.5974395373
"1762","FDX56","OUT035",3396.21002208663
"1763","FDF10","OUT017",2470.39708180168
"1764","FDT32","OUT045",2988.88229047714
"1765","FDM51","OUT018",1415.16300257023
"1766","NCR50","OUT018",2190.09986249788
"1767","FDI19","OUT049",3875.23700414938
"1768","FDX21","OUT017",1865.42703974778
"1769","FDR31","OUT035",2469.70374907063
"1770","FDY02","OUT013",4190.54203279805
"1771","NCA29","OUT045",2648.43583419404
"1772","NCX17","OUT046",3678.85566579649
"1773","FDM12","OUT045",2999.68686856273
"1774","FDI53","OUT027",4022.09884704031
"1775","NCU30","OUT049",2664.38397936474
"1776","FDC56","OUT027",3362.9914152828
"1777","FDK27","OUT018",1709.03168708012
"1778","NCK18","OUT017",2802.90192468632
"1779","FDB52","OUT019",2177.01858236669
"1780","DRG25","OUT027",4446.67245331105
"1781","FDZ13","OUT049",930.93115220157
"1782","FDB57","OUT019",1707.59690487422
